name,value,year,lastValue,rank
FRANCE,73355,2019.3,64058,1
BRITISH VIRGIN,-2152,2019.3,-2287,1
SINGAPORE,111919,2019.3,103821,1
BRITAIN,585895,2019.3,640795,1
BERMUDA,138111,2019.3,-333,1
BRITISH VIRGIN,-3043,2019.3,-3235,1
SWEDEN,-55745,2019.3,-41297,1
JAPAN,-9178,2019.3,48325,1
HONG KONG,2370,2019.3,3119,1
FRANCE,103748,2019.3,90598,1
CHINA,189620,2019.3,171187,1
ISRAEL,54749,2019.3,95132,1
GERMANY,-12411,2019.3,-12222,1
SWITZERLAND,47014,2019.3,29269,1
CANADA,169251,2019.3,198343,1
UNITED STATES,2819673,2019.3,2880069,1
MACAU,-1593,2019.3,-14883,1
SINGAPORE,101361,2019.3,79133,1
MACAU,3652,2019.3,-1126,1
SWITZERLAND,27408,2019.3,33241,1
CANADA,127508,2019.3,119669,1
BRITISH VIRGIN,-2192,2019.3,-2152,1
NETHERLANDS,-10072,2019.3,-7316,1
JAPAN,-5019,2019.3,-6489,1
EMERGING MARKETS,-19852,2019.3,-17818,1
BERMUDA,71668,2019.3,97652,1
SWEDEN,-38945,2019.3,-39415,1
UNITED STATES,2030988,2019.3,1993661,1
CHINA,169738,2019.3,134072,1
FRANCE,60444,2019.3,73355,1
ISRAEL,34423,2019.3,38710,1
GERMANY,-7589,2019.3,-8776,1
BRITAIN,333877,2019.3,414260,1
BRITISH VIRGIN,-3100,2019.3,-3043,1
SINGAPORE,143357,2019.3,111919,1
FRANCE,85488,2019.3,103748,1
MACAU,5165,2019.3,-1593,1
SWEDEN,-55081,2019.3,-55745,1
UNITED STATES,2872465,2019.3,2819673,1
SWITZERLAND,38764,2019.3,47014,1
ISRAEL,48685,2019.3,54749,1
BRITAIN,472209,2019.3,585895,1
NETHERLANDS,-14245,2019.3,-10347,1
EMERGING MARKETS,-28077,2019.3,-25200,1
CANADA,180336,2019.3,169251,1
BERMUDA,101362,2019.3,138111,1
CHINA,240064,2019.3,189620,1
GERMANY,-10733,2019.3,-12411,1
JAPAN,-7099,2019.3,-9178,1
CHINA,231992,2019.3,169738,1
UNITED STATES,2218617,2019.3,2030988,1
BERMUDA,89083,2019.3,71668,1
SWITZERLAND,36492,2019.3,27408,1
ISRAEL,44132,2019.3,34423,1
EMERGING MARKETS,-18209,2019.3,-19852,1
CANADA,93613,2019.3,127508,1
GERMANY,-12482,2019.3,-7589,1
MACAU,219,2019.3,3652,1
JAPAN,-5228,2019.3,-5019,1
BRITAIN,384744,2019.3,333877,1
SWEDEN,-2935,2019.3,-38945,1
BRITISH VIRGIN,-590,2019.3,-2192,1
FRANCE,93955,2019.3,60444,1
CANADA,132398,2019.3,180336,1
GERMANY,-17653,2019.3,-10733,1
MACAU,310,2019.3,5165,1
FRANCE,132882,2019.3,85488,1
CHINA,328110,2019.3,240064,1
SWEDEN,-4152,2019.3,-55081,1
EMERGING MARKETS,-25754,2019.3,-28077,1
BRITISH VIRGIN,-835,2019.3,-3100,1
SWITZERLAND,51611,2019.3,38764,1
BRITAIN,544150,2019.3,472209,1
BERMUDA,125992,2019.3,101362,1
ISRAEL,62416,2019.3,48685,1
JAPAN,-7393,2019.3,-7099,1
UNITED STATES,3137832,2019.3,2872465,1
CANADA,105897,2019.4,93613,1
FRANCE,69545,2019.4,93955,1
JAPAN,9416,2019.4,-5228,1
ISRAEL,26953,2019.4,44132,1
EMERGING MARKETS,-7848,2019.4,-18209,1
CHINA,319681,2019.4,231992,1
BRAZIL,11174,2019.4,-11531,1
UNITED STATES,2387391,2019.4,2218617,1
MACAU,70785,2019.4,219,1
GERMANY,-17762,2019.4,-12482,1
BRITISH VIRGIN,-6488,2019.4,-590,1
SWITZERLAND,11739,2019.4,36492,1
BRITAIN,579305,2019.4,384744,1
BERMUDA,101715,2019.4,89083,1
SWEDEN,-35402,2019.4,-2935,1
JAPAN,13317,2019.4,-7393,1
CANADA,149773,2019.4,132398,1
FRANCE,98359,2019.4,132882,1
CHINA,452131,2019.4,328110,1
SWITZERLAND,16603,2019.4,51611,1
MACAU,100113,2019.4,310,1
BRITAIN,819322,2019.4,544150,1
ISRAEL,38121,2019.4,62416,1
GERMANY,-25121,2019.4,-17653,1
BERMUDA,143858,2019.4,125992,1
EMERGING MARKETS,-11100,2019.4,-25754,1
SWEDEN,-50070,2019.4,-4152,1
BRAZIL,15803,2019.4,-16308,1
UNITED STATES,3376531,2019.4,3137832,1
BRITISH VIRGIN,-9176,2019.4,-835,1
BRITAIN,543715,2019.4,579305,1
SWITZERLAND,4950,2019.4,11739,1
BRITISH VIRGIN,-5193,2019.4,-6488,1
JAPAN,-9568,2019.4,9416,1
MACAU,59111,2019.4,70785,1
SINGAPORE,-11606,2019.4,101361,1
GERMANY,-14810,2019.4,-17762,1
SWEDEN,-3938,2019.4,-35402,1
CANADA,62510,2019.4,105897,1
FRANCE,48033,2019.4,69545,1
CHINA,220841,2019.4,319681,1
BRAZIL,84204,2019.4,11174,1
UNITED STATES,2328468,2019.4,2387391,1
EMERGING MARKETS,-3729,2019.4,-7848,1
BERMUDA,77090,2019.4,101715,1
ISRAEL,18608,2019.4,26953,1
BRAZIL,119091,2019.4,15803,1
SINGAPORE,-16415,2019.4,143357,1
FRANCE,67934,2019.4,98359,1
BERMUDA,109031,2019.4,143858,1
GERMANY,-20945,2019.4,-25121,1
SWEDEN,-5569,2019.4,-50070,1
BRITISH VIRGIN,-7345,2019.4,-9176,1
JAPAN,-13532,2019.4,13317,1
CANADA,88409,2019.4,149773,1
BRITAIN,768986,2019.4,819322,1
EMERGING MARKETS,-5274,2019.4,-11100,1
MACAU,83602,2019.4,100113,1
SWITZERLAND,7001,2019.4,16603,1
CHINA,312339,2019.4,452131,1
UNITED STATES,3293197,2019.4,3376531,1
ISRAEL,26318,2019.4,38121,1
SWITZERLAND,4728,2019.4,4950,1
ISRAEL,29890,2019.4,18608,1
SWEDEN,-36820,2019.4,-3938,1
BERMUDA,56044,2019.4,77090,1
EMERGING MARKETS,-6199,2019.4,-3729,1
UNITED STATES,2143227,2019.4,2328468,1
CHINA,142908,2019.4,220841,1
BRAZIL,-12398,2019.4,84204,1
FRANCE,78933,2019.4,48033,1
CANADA,174010,2019.4,62510,1
GERMANY,-17740,2019.4,-14810,1
SINGAPORE,-21593,2019.4,-11606,1
MACAU,148078,2019.4,59111,1
JAPAN,23389,2019.4,-9568,1
BRITAIN,628250,2019.4,543715,1
BRITISH VIRGIN,7059,2019.4,-5193,1
UNITED STATES,3031206,2019.4,3293197,1
GERMANY,-25091,2019.4,-20945,1
CHINA,202118,2019.4,312339,1
ISRAEL,42274,2019.4,26318,1
SWITZERLAND,6686,2019.4,7001,1
BRAZIL,-17535,2019.4,119091,1
CANADA,246106,2019.4,88409,1
BERMUDA,79264,2019.4,109031,1
EMERGING MARKETS,-8767,2019.4,-5274,1
JAPAN,33080,2019.4,-13532,1
BRITISH VIRGIN,9984,2019.4,-7345,1
BRITAIN,888545,2019.4,768986,1
MACAU,209429,2019.4,83602,1
SWEDEN,-52075,2019.4,-5569,1
FRANCE,111636,2019.4,67934,1
SINGAPORE,-30539,2019.4,-16415,1
SWITZERLAND,11686,2019.4,4728,1
CHINA,194909,2019.4,142908,1
EMERGING MARKETS,-5962,2019.4,-6199,1
CANADA,224097,2019.4,174010,1
MACAU,131885,2019.4,148078,1
FRANCE,89205,2019.4,78933,1
BRITISH VIRGIN,2746,2019.4,7059,1
JAPAN,19620,2019.4,23389,1
BRITAIN,605035,2019.4,628250,1
GERMANY,2923,2019.4,-17740,1
BRAZIL,17818,2019.4,-12398,1
SWEDEN,5712,2019.4,-36820,1
ISRAEL,35395,2019.4,29890,1
BERMUDA,75326,2019.4,56044,1
UNITED STATES,1989781,2019.4,2143227,1
BRITAIN,855712,2019.4,888545,1
UNITED STATES,2814184,2019.4,3031206,1
SWITZERLAND,16528,2019.4,6686,1
BRITISH VIRGIN,3884,2019.4,9984,1
ISRAEL,50059,2019.4,42274,1
CHINA,275663,2019.4,202118,1
BERMUDA,106536,2019.4,79264,1
JAPAN,27749,2019.4,33080,1
FRANCE,126165,2019.4,111636,1
GERMANY,4133,2019.4,-25091,1
MACAU,186527,2019.4,209429,1
SWEDEN,8078,2019.4,-52075,1
BRAZIL,25200,2019.4,-17535,1
EMERGING MARKETS,-8433,2019.4,-8767,1
CANADA,316944,2019.4,246106,1
SINGAPORE,-17204,2019.4,-21593,1
ISRAEL,32783,2019.4,35395,1
SWEDEN,-3557,2019.4,5712,1
JAPAN,57250,2019.4,19620,1
CHINA,247346,2019.4,194909,1
BRITISH VIRGIN,4355,2019.4,2746,1
BRITAIN,683491,2019.4,605035,1
MEXICO,47331,2019.4,-5112,1
UNITED STATES,1537908,2019.4,1989781,1
BERMUDA,59044,2019.4,75326,1
MACAU,156342,2019.4,131885,1
FRANCE,99897,2019.4,89205,1
GERMANY,-14401,2019.4,2923,1
CANADA,226907,2019.4,224097,1
BRAZIL,-11635,2019.4,17818,1
JAPAN,80969,2019.4,27749,1
MEXICO,66941,2019.4,-7230,1
BRAZIL,-16456,2019.4,25200,1
BRITISH VIRGIN,6159,2019.4,3884,1
CANADA,320919,2019.4,316944,1
CHINA,349826,2019.4,275663,1
GERMANY,-20367,2019.4,4133,1
MACAU,221117,2019.4,186527,1
BRITAIN,966674,2019.4,855712,1
SINGAPORE,-24332,2019.4,-30539,1
ISRAEL,46365,2019.4,50059,1
UNITED STATES,2175093,2019.4,2814184,1
FRANCE,141286,2019.4,126165,1
SWEDEN,-5030,2019.4,8078,1
BERMUDA,83507,2019.4,106536,1
BRITISH VIRGIN,4355,2019.4,4355,1
CHINA,240787,2019.4,247346,1
UNITED STATES,1660506,2019.4,1537908,1
BERMUDA,40954,2019.4,59044,1
FRANCE,87788,2019.4,99897,1
ISRAEL,33528,2019.4,32783,1
SWEDEN,-9379,2019.4,-3557,1
BRAZIL,-15483,2019.4,-11635,1
CANADA,211254,2019.4,226907,1
GERMANY,-13370,2019.4,-14401,1
MACAU,149432,2019.4,156342,1
MEXICO,21906,2019.4,47331,1
BRITAIN,703404,2019.4,683491,1
JAPAN,50389,2019.4,57250,1
FRANCE,124160,2019.4,141286,1
GERMANY,-18909,2019.4,-20367,1
BRITAIN,994837,2019.4,966674,1
CHINA,340550,2019.4,349826,1
BRAZIL,-21898,2019.4,-16456,1
SWEDEN,-13265,2019.4,-5030,1
BERMUDA,57922,2019.4,83507,1
MEXICO,30982,2019.4,66941,1
JAPAN,71266,2019.4,80969,1
CANADA,298781,2019.4,320919,1
ISRAEL,47420,2019.4,46365,1
BRITISH VIRGIN,6160,2019.4,6159,1
UNITED STATES,2348486,2019.4,2175093,1
MACAU,211345,2019.4,221117,1
CHINA,293409,2019.4,240787,1
BERMUDA,16142,2019.4,40954,1
MACAU,157447,2019.4,149432,1
UNITED STATES,1709007,2019.4,1660506,1
SWEDEN,-16720,2019.4,-9379,1
BRAZIL,-27802,2019.4,-15483,1
ISRAEL,22084,2019.4,33528,1
JAPAN,74961,2019.4,50389,1
BRITISH VIRGIN,6761,2019.4,4355,1
CANADA,190790,2019.4,211254,1
GERMANY,-10258,2019.4,-13370,1
FRANCE,52926,2019.4,87788,1
BRITAIN,520236,2019.4,703404,1
MEXICO,7003,2019.4,21906,1
UNITED STATES,2417081,2019.4,2348486,1
BERMUDA,22830,2019.4,57922,1
JAPAN,106019,2019.4,71266,1
GERMANY,-14509,2019.4,-18909,1
MACAU,222680,2019.4,211345,1
FRANCE,74854,2019.4,124160,1
BRITAIN,735780,2019.4,994837,1
BRITISH VIRGIN,9562,2019.4,6160,1
MEXICO,9905,2019.4,30982,1
ISRAEL,31234,2019.4,47420,1
CANADA,269837,2019.4,298781,1
CHINA,414974,2019.4,340550,1
SWEDEN,-23647,2019.4,-13265,1
BRAZIL,-39321,2019.4,-21898,1
MEXICO,7451,2019.4,7003,1
ISRAEL,34749,2019.4,22084,1
BRAZIL,17114,2019.4,-27802,1
CANADA,187073,2019.4,190790,1
GERMANY,-12621,2019.4,-10258,1
FRANCE,81019,2019.4,52926,1
BERMUDA,52287,2019.4,16142,1
MACAU,149876,2019.4,157447,1
UNITED STATES,1703552,2019.4,1709007,1
CHINA,326263,2019.4,293409,1
BRITISH VIRGIN,6246,2019.4,6761,1
BRITAIN,617599,2019.4,520236,1
NETHERLANDS,132753,2019.4,-10072,1
JAPAN,56418,2019.4,74961,1
SWEDEN,19840,2019.4,-16720,1
BRAZIL,24205,2019.4,-39321,1
CANADA,264581,2019.4,269837,1
BRITISH VIRGIN,8833,2019.4,9562,1
SWEDEN,28061,2019.4,-23647,1
CHINA,461440,2019.4,414974,1
MACAU,211973,2019.4,222680,1
BRITAIN,873482,2019.4,735780,1
NETHERLANDS,187755,2019.4,-14245,1
ISRAEL,49146,2019.4,31234,1
GERMANY,-17850,2019.4,-14509,1
BERMUDA,73950,2019.4,22830,1
MEXICO,10538,2019.4,9905,1
FRANCE,114587,2019.4,74854,1
JAPAN,79793,2019.4,106019,1
UNITED STATES,2409366,2019.4,2417081,1
BRAZIL,156,2019.4,17114,1
BERMUDA,52376,2019.4,52287,1
SWEDEN,24278,2019.4,19840,1
BRITAIN,658980,2019.4,617599,1
ISRAEL,31041,2019.4,34749,1
NETHERLANDS,69725,2019.4,132753,1
GERMANY,-12440,2019.4,-12621,1
FRANCE,73269,2019.4,81019,1
CANADA,209338,2019.4,187073,1
JAPAN,26404,2019.4,56418,1
BRITISH VIRGIN,6556,2019.4,6246,1
UNITED STATES,1645011,2019.4,1703552,1
MACAU,125058,2019.4,149876,1
CHINA,251217,2019.4,326263,1
GERMANY,-17595,2019.4,-17850,1
BRITAIN,932007,2019.4,873482,1
SWEDEN,34337,2019.4,28061,1
MACAU,176872,2019.4,211973,1
ISRAEL,43902,2019.4,49146,1
BRITISH VIRGIN,9273,2019.4,8833,1
CANADA,296070,2019.4,264581,1
BRAZIL,220,2019.4,24205,1
BERMUDA,74076,2019.4,73950,1
UNITED STATES,2326570,2019.4,2409366,1
NETHERLANDS,98614,2019.4,187755,1
FRANCE,103626,2019.4,114587,1
JAPAN,37344,2019.4,79793,1
CHINA,355301,2019.4,461440,1
UNITED STATES,2423165,2019.4,1645011,1
FRANCE,86434,2019.4,73269,1
NETHERLANDS,190161,2019.4,69725,1
BRITISH VIRGIN,5763,2019.4,6556,1
JAPAN,92955,2019.4,26404,1
BRITAIN,795539,2019.4,658980,1
MACAU,108737,2019.4,125058,1
GERMANY,-11240,2019.4,-12440,1
CANADA,212243,2019.4,209338,1
SWEDEN,33071,2019.4,24278,1
ISRAEL,23028,2019.4,31041,1
SWITZERLAND,-19442,2019.4,11686,1
BERMUDA,41761,2019.4,52376,1
CHINA,265424,2019.4,251217,1
NETHERLANDS,268948,2019.4,98614,1
JAPAN,131467,2019.4,37344,1
BERMUDA,59063,2019.4,74076,1
MACAU,153789,2019.4,176872,1
FRANCE,122246,2019.4,103626,1
SWITZERLAND,-27497,2019.4,16528,1
BRITAIN,1125145,2019.4,932007,1
GERMANY,-15897,2019.4,-17595,1
CANADA,300180,2019.4,296070,1
SWEDEN,46773,2019.4,34337,1
BRITISH VIRGIN,8151,2019.4,9273,1
ISRAEL,32570,2019.4,43902,1
UNITED STATES,3427128,2019.4,2326570,1
CHINA,375395,2019.4,355301,1
FRANCE,80479,2019.4,86434,1
ISRAEL,20279,2019.4,23028,1
SWITZERLAND,-28646,2019.4,-19442,1
JAPAN,109169,2019.4,92955,1
CANADA,203344,2019.4,212243,1
UNITED STATES,2127257,2019.4,2423165,1
NETHERLANDS,158247,2019.4,190161,1
BRITAIN,781044,2019.4,795539,1
MACAU,114741,2019.4,108737,1
CHINA,295934,2019.4,265424,1
BRITISH VIRGIN,6436,2019.4,5763,1
BERMUDA,36717,2019.4,41761,1
SWEDEN,61309,2019.4,33071,1
FRANCE,113823,2019.4,122246,1
SWEDEN,86710,2019.4,46773,1
BERMUDA,51930,2019.4,59063,1
BRITAIN,1104646,2019.4,1125145,1
CANADA,287593,2019.4,300180,1
CHINA,418545,2019.4,375395,1
ISRAEL,28680,2019.4,32570,1
BRITISH VIRGIN,9102,2019.4,8151,1
JAPAN,154400,2019.4,131467,1
UNITED STATES,3008619,2019.4,3427128,1
MACAU,162280,2019.4,153789,1
NETHERLANDS,223811,2019.4,268948,1
SWITZERLAND,-40515,2019.4,-27497,1
JAPAN,93486,2019.4,109169,1
SWITZERLAND,-41309,2019.4,-28646,1
FRANCE,83234,2019.4,80479,1
UNITED STATES,2335439,2019.4,2127257,1
BRITAIN,742528,2019.4,781044,1
NETHERLANDS,117414,2019.4,158247,1
ISRAEL,30949,2019.4,20279,1
BERMUDA,43191,2019.4,36717,1
MACAU,89027,2019.4,114741,1
CANADA,234541,2019.4,203344,1
BRITISH VIRGIN,5694,2019.4,6436,1
SWEDEN,68418,2019.4,61309,1
CHINA,254426,2019.4,295934,1
JAPAN,132219,2019.4,154400,1
MACAU,125913,2019.4,162280,1
ISRAEL,43771,2019.4,28680,1
CHINA,359840,2019.4,418545,1
BRITISH VIRGIN,8053,2019.4,9102,1
CANADA,331716,2019.4,287593,1
SWITZERLAND,-58424,2019.4,-40515,1
SWEDEN,96764,2019.4,86710,1
BERMUDA,61085,2019.4,51930,1
NETHERLANDS,166061,2019.4,223811,1
UNITED STATES,3303056,2019.4,3008619,1
BRITAIN,1050171,2019.4,1104646,1
FRANCE,117719,2019.4,113823,1
JAPAN,77287,2019.4,93486,1
NETHERLANDS,112460,2019.4,117414,1
BERMUDA,31586,2019.4,43191,1
CHINA,229578,2019.4,254426,1
BRITAIN,755769,2019.4,742528,1
UNITED STATES,1890034,2019.4,2335439,1
ISRAEL,31194,2019.4,30949,1
CANADA,215095,2019.4,234541,1
BRITISH VIRGIN,5646,2019.4,5694,1
SWEDEN,52653,2019.4,68418,1
FRANCE,77670,2019.4,83234,1
SWITZERLAND,-40536,2019.4,-41309,1
MACAU,93337,2019.4,89027,1
BERMUDA,44673,2019.4,61085,1
FRANCE,109851,2019.4,117719,1
MACAU,132008,2019.4,125913,1
SWITZERLAND,-57330,2019.4,-58424,1
UNITED STATES,2673110,2019.4,3303056,1
NETHERLANDS,159054,2019.4,166061,1
CANADA,304213,2019.4,331716,1
JAPAN,109308,2019.4,132219,1
CHINA,324696,2019.4,359840,1
ISRAEL,44119,2019.4,43771,1
BRITISH VIRGIN,7985,2019.4,8053,1
BRITAIN,1068899,2019.4,1050171,1
SWEDEN,74468,2019.4,96764,1
UNITED STATES,1986255,2019.4,1890034,1
MACAU,70364,2019.4,93337,1
SWEDEN,32015,2019.4,52653,1
BRITAIN,698876,2019.4,755769,1
ARGENTINA,-4542,2019.4,-155199,1
CANADA,225078,2019.4,215095,1
JAPAN,-52187,2019.4,77287,1
BRAZIL,-32108,2019.4,156,1
BERMUDA,17047,2019.4,31586,1
FRANCE,58533,2019.4,77670,1
ISRAEL,23896,2019.4,31194,1
BRITISH VIRGIN,5608,2019.4,5646,1
NETHERLANDS,50420,2019.4,112460,1
CHINA,281463,2019.4,229578,1
SWITZERLAND,-25326,2019.4,-40536,1
ISRAEL,33796,2019.4,44119,1
MACAU,99517,2019.4,132008,1
JAPAN,-73808,2019.4,109308,1
SWEDEN,45279,2019.4,74468,1
BRITISH VIRGIN,7932,2019.4,7985,1
BERMUDA,24109,2019.4,44673,1
CHINA,398079,2019.4,324696,1
SWITZERLAND,-35819,2019.4,-57330,1
NETHERLANDS,71309,2019.4,159054,1
CANADA,318332,2019.4,304213,1
FRANCE,82784,2019.4,109851,1
ARGENTINA,-6423,2019.4,-219501,1
UNITED STATES,2809198,2019.4,2673110,1
BRAZIL,-45411,2019.4,220,1
BRITAIN,988433,2019.4,1068899,1
CHINA,250862,2019.4,281463,1
CANADA,314388,2019.4,225078,1
UNITED STATES,2388869,2019.4,1986255,1
ISRAEL,25589,2019.4,23896,1
BRITISH VIRGIN,3517,2019.4,5608,1
FRANCE,57736,2019.4,58533,1
SINGAPORE,-13767,2019.4,-17204,1
SWEDEN,14823,2019.4,32015,1
MACAU,58620,2019.4,70364,1
BERMUDA,0,2019.4,17047,1
NETHERLANDS,37295,2019.4,50420,1
SWITZERLAND,-30899,2019.4,-25326,1
BRITAIN,472807,2019.4,698876,1
JAPAN,64933,2019.4,-52187,1
BRITISH VIRGIN,4974,2019.4,7932,1
JAPAN,91836,2019.4,-73808,1
UNITED STATES,3378623,2019.4,2809198,1
SWEDEN,20965,2019.4,45279,1
ISRAEL,36191,2019.4,33796,1
BERMUDA,0,2019.4,24109,1
SWITZERLAND,-43701,2019.4,-35819,1
CHINA,354799,2019.4,398079,1
NETHERLANDS,52747,2019.4,71309,1
MACAU,82907,2019.4,99517,1
CANADA,444645,2019.4,318332,1
BRITAIN,668699,2019.4,988433,1
FRANCE,81658,2019.4,82784,1
SINGAPORE,-19471,2019.4,-24332,1
JAPAN,107645,2019.4,64933,1
SWEDEN,2653,2019.4,14823,1
BRITISH VIRGIN,3206,2019.4,3517,1
BERMUDA,0,2019.4,0,1
FRANCE,55388,2019.4,57736,1
MACAU,55260,2019.4,58620,1
BRITAIN,463505,2019.4,472807,1
NETHERLANDS,41871,2019.4,37295,1
UNITED STATES,2129618,2019.4,2388869,1
SWITZERLAND,-26784,2019.4,-30899,1
ISRAEL,29201,2019.4,25589,1
CHINA,285170,2019.4,250862,1
CANADA,266062,2019.4,314388,1
SWEDEN,3752,2019.4,20965,1
MACAU,78156,2019.4,82907,1
CHINA,403322,2019.4,354799,1
BRITISH VIRGIN,4535,2019.4,4974,1
ISRAEL,41300,2019.4,36191,1
UNITED STATES,3011959,2019.4,3378623,1
NETHERLANDS,59218,2019.4,52747,1
SWITZERLAND,-37881,2019.4,-43701,1
JAPAN,152245,2019.4,91836,1
CANADA,376296,2019.4,444645,1
BRITAIN,655544,2019.4,668699,1
FRANCE,78336,2019.4,81658,1
BERMUDA,0,2019.4,0,1
SWITZERLAND,-20142,2019.4,-26784,1
JAPAN,32567,2019.4,107645,1
UNITED STATES,2258944,2019.4,2129618,1
BRITAIN,469170,2019.4,463505,1
BRITISH VIRGIN,2793,2019.4,3206,1
CHINA,267036,2019.4,285170,1
NETHERLANDS,64925,2019.4,41871,1
CANADA,266882,2019.4,266062,1
MACAU,48922,2019.4,55260,1
BRAZIL,-14647,2019.4,-32108,1
FRANCE,49948,2019.4,55388,1
SWEDEN,-2025,2019.4,2653,1
BERMUDA,0,2019.4,0,1
ISRAEL,23052,2019.4,29201,1
CANADA,377456,2019.4,376296,1
BRITAIN,663556,2019.4,655544,1
MACAU,69191,2019.4,78156,1
CHINA,377674,2019.4,403322,1
SWITZERLAND,-28487,2019.4,-37881,1
NETHERLANDS,91824,2019.4,59218,1
UNITED STATES,3194867,2019.4,3011959,1
JAPAN,46061,2019.4,152245,1
SWEDEN,-2864,2019.4,3752,1
ISRAEL,32603,2019.4,41300,1
BRITISH VIRGIN,3951,2019.4,4535,1
BERMUDA,0,2019.4,0,1
BRAZIL,-20716,2019.4,-45411,1
FRANCE,70643,2019.4,78336,1
SWITZERLAND,-53876,2019.4,-20142,1
JAPAN,8705,2019.4,32567,1
BRITAIN,599769,2019.4,469170,1
UNITED STATES,2382306,2019.4,2258944,1
NETHERLANDS,77444,2019.4,64925,1
CANADA,151735,2019.4,266882,1
MACAU,32389,2019.4,48922,1
BERMUDA,0,2019.4,0,1
BRITISH VIRGIN,1018,2019.4,2793,1
FRANCE,37520,2019.4,49948,1
CHINA,381748,2019.4,267036,1
ISRAEL,17827,2019.4,23052,1
SWEDEN,-79468,2019.4,-2025,1
BRITISH VIRGIN,1440,2019.4,3951,1
CANADA,214602,2019.4,377456,1
SWEDEN,-112394,2019.4,-2864,1
CHINA,539914,2019.4,377674,1
UNITED STATES,3369340,2019.4,3194867,1
NETHERLANDS,109531,2019.4,91824,1
FRANCE,53066,2019.4,70643,1
ISRAEL,25214,2019.4,32603,1
BERMUDA,0,2019.4,0,1
MACAU,45808,2019.4,69191,1
BRITAIN,848265,2019.4,663556,1
JAPAN,12311,2019.4,46061,1
SWITZERLAND,-76198,2019.4,-28487,1
FRANCE,36222,2019.4,37520,1
SWEDEN,-114292,2019.4,-79468,1
MACAU,34720,2019.4,32389,1
BERMUDA,0,2019.4,0,1
CANADA,179586,2019.4,151735,1
NETHERLANDS,64769,2019.4,77444,1
SWITZERLAND,-36129,2019.4,-53876,1
CHINA,273749,2019.4,381748,1
UNITED STATES,2091972,2019.4,2382306,1
BRITAIN,459180,2019.4,599769,1
ISRAEL,21021,2019.4,17827,1
JAPAN,51521,2019.4,8705,1
BRITISH VIRGIN,913,2019.4,1018,1
ISRAEL,29731,2019.4,25214,1
FRANCE,51229,2019.4,53066,1
NETHERLANDS,91604,2019.4,109531,1
BRITISH VIRGIN,1292,2019.4,1440,1
CANADA,253991,2019.4,214602,1
BERMUDA,0,2019.4,0,1
BRITAIN,649427,2019.4,848265,1
UNITED STATES,2958716,2019.4,3369340,1
JAPAN,72868,2019.4,12311,1
SWEDEN,-161645,2019.4,-112394,1
SWITZERLAND,-51098,2019.4,-76198,1
MACAU,49105,2019.4,45808,1
CHINA,387168,2019.4,539914,1
BRITAIN,418419,2019.4,459180,1
FRANCE,43284,2019.4,36222,1
BRITISH VIRGIN,741,2019.4,913,1
BERMUDA,0,2019.4,0,1
NETHERLANDS,13396,2019.4,64769,1
SWITZERLAND,-43297,2019.4,-36129,1
JAPAN,61084,2019.4,51521,1
ISRAEL,19232,2019.4,21021,1
MACAU,45860,2019.4,34720,1
UNITED STATES,2006761,2019.4,2091972,1
SWEDEN,-32149,2019.4,-114292,1
CANADA,203730,2019.4,179586,1
CHINA,222206,2019.4,273749,1
ISRAEL,27200,2019.4,29731,1
CANADA,288139,2019.4,253991,1
MACAU,64861,2019.4,49105,1
JAPAN,86392,2019.4,72868,1
BRITAIN,591778,2019.4,649427,1
FRANCE,61217,2019.4,51229,1
CHINA,314270,2019.4,387168,1
UNITED STATES,2838200,2019.4,2958716,1
NETHERLANDS,18946,2019.4,91604,1
SWEDEN,-45469,2019.4,-161645,1
BERMUDA,0,2019.4,0,1
SWITZERLAND,-61235,2019.4,-51098,1
BRITISH VIRGIN,1048,2019.4,1292,1
JAPAN,54531,2019.4,61084,1
MACAU,29790,2019.4,45860,1
BRITISH VIRGIN,98,2019.4,741,1
CANADA,225611,2019.4,203730,1
BERMUDA,0,2019.4,0,1
BRITAIN,375631,2019.4,418419,1
NETHERLANDS,39523,2019.4,13396,1
SWITZERLAND,-39155,2019.4,-43297,1
ISRAEL,19750,2019.4,19232,1
CHINA,216398,2019.4,222206,1
SWEDEN,-9853,2019.4,-32149,1
UNITED STATES,2044224,2019.4,2006761,1
FRANCE,39657,2019.4,43284,1
BERMUDA,0,2019.4,0,1
SWITZERLAND,-55378,2019.4,-61235,1
CANADA,319086,2019.4,288139,1
MACAU,42133,2019.4,64861,1
BRITISH VIRGIN,139,2019.4,1048,1
NETHERLANDS,55898,2019.4,18946,1
UNITED STATES,2891185,2019.4,2838200,1
FRANCE,56087,2019.4,61217,1
JAPAN,77124,2019.4,86392,1
CHINA,306055,2019.4,314270,1
SWEDEN,-13935,2019.4,-45469,1
BRITAIN,531262,2019.4,591778,1
ISRAEL,27932,2019.4,27200,1
CANADA,382709,2019.5,225611,1
ISRAEL,9202,2019.5,19750,1
FRANCE,14938,2019.5,39657,1
BRITISH VIRGIN,-1693,2019.5,98,1
BERMUDA,0,2019.5,0,1
NETHERLANDS,57861,2019.5,39523,1
CHINA,197501,2019.5,216398,1
SWITZERLAND,-35192,2019.5,-39155,1
UNITED STATES,1982199,2019.5,2044224,1
JAPAN,65086,2019.5,54531,1
BRITAIN,221346,2019.5,375631,1
MACAU,8330,2019.5,29790,1
